projectId,job_title,job_description,tags,client_state,client_country,client_average_rating,client_review_count,min_price,max_price,avg_price,currency,rate_type,job_scope,skill_level,work_environment
492,Camera upgrade,Upgrade to HD security cameras.,"['CCTV', 'security', 'alarm']",Pasig City,Philippines,3.6,33,4650,7147,5898,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
130,Duct cleaning,Clean HVAC ducts throughout the house. Already have the materials.,"['ventilation', 'cooling', 'aircon']",San Juan City,Philippines,4.9,40,1098,1865,1481,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
243,Install door stopper,Install door stoppers throughout house. First time homeowner.,"['maintenance', 'home improvement', 'repair']",Valenzuela City,Philippines,3.9,31,784,1370,1077,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
19,Fix pipe leak under sink,Water leaking from pipe under kitchen sink. Creating water damage.,"['pipes', 'plumbing']",Taguig City,Philippines,3.9,19,615,842,728,PHP,fixed,MINOR_REPAIR,EXPERT,INDOOR
290,Replace damaged tiles,Several roof tiles cracked or missing.,"['waterproofing', 'repair', 'roofing', 'installation']",Mandaluyong City,Philippines,4.7,38,1046,1494,1270,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
190,Hollow block laying,Lay hollow blocks for room addition.,"['concrete', 'construction']",Pasig City,Philippines,4.7,5,47834,85522,66678,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
139,Compressor replacement,Aircon compressor needs replacement. Need experienced professional.,"['ventilation', 'aircon']",Valenzuela City,Philippines,4.0,46,1015,1256,1135,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
143,Cabinet refinishing,Sand and repaint kitchen cabinets.,"['repainting', 'painting']",Malabon City,Philippines,4.7,2,2675,3807,3241,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
96,Water tank cleaning,Clean and sanitize water storage tank. First time homeowner.,"['sanitization', 'cleaning', 'maintenance', 'housekeeping']",Caloocan City,Philippines,3.7,9,1040,1353,1196,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
498,Access control,Install keycard access system. Very urgent - need ASAP.,"['CCTV', 'alarm']",Antipolo City,Philippines,4.9,31,9725,17562,13643,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
163,Ceiling painting,Repaint ceiling in 3 bedrooms. Need to purchase materials.,"['coating', 'repainting', 'finishing', 'painting']",Manila,Philippines,3.6,49,11854,22338,17096,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
167,Wall repair and paint,Patch wall cracks then repaint room. Can be scheduled for next week.,"['painting', 'finishing', 'repainting']",Malabon City,Philippines,4.0,2,6047,9535,7791,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
6,Unclog bathroom drain,Bathroom drain is completely clogged. Water not draining at all. First time homeowner.,"['water', 'fixtures', 'plumbing']",Pasay City,Philippines,4.8,12,398,496,447,PHP,fixed,MINOR_REPAIR,EXPERT,BOTH
481,Alarm system,Install home security alarm. Price is negotiable.,"['alarm', 'installation', 'security', 'CCTV']",Pasig City,Philippines,3.7,12,2315,2788,2551,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
242,Fix door lock,Door lock mechanism jammed. Need repair or replacement. Please message for viewing.,"['maintenance', 'home improvement']",Paranaque City,Philippines,4.4,6,3658,7299,5478,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
102,Upholstery cleaning,Clean sofas and dining chairs.,"['housekeeping', 'sanitization', 'cleaning', 'maintenance']",San Juan City,Philippines,4.4,48,1052,1451,1251,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
313,Tree trimming,Trim overgrown trees near power lines. Very urgent - need ASAP.,"['outdoor', 'plants', 'garden']",Mandaluyong City,Philippines,4.3,28,5876,11225,8550,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
193,Steps and stairs,Build concrete steps to entrance. Please message for viewing.,"['concrete', 'tiles', 'masonry']",Las Pinas City,Philippines,4.8,1,3661,5360,4510,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
192,Tile installation,Install floor tiles in bathroom 6sqm. Can be scheduled for next week.,"['construction', 'tiles', 'concrete']",San Juan City,Philippines,5.0,21,13876,18147,16011,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
366,Preventive treatment,Annual preventive pest treatment. Already have the materials.,"['prevention', 'treatment', 'pest control']",Mandaluyong City,Philippines,4.8,13,1929,2841,2385,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
78,Install window frame,Need new window frame installed in kitchen. Very urgent - need ASAP.,"['construction', 'furniture']",Antipolo City,Philippines,5.0,42,7750,15058,11404,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
426,Fireplace removal,Remove old fireplace structure.,"['hauling', 'demolition', 'removal']",San Juan City,Philippines,3.8,23,2816,4869,3842,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
403,Same day moving,Emergency same day moving service. Need to purchase materials.,"['moving', 'delivery', 'hauling', 'relocation']",Manila,Philippines,4.6,25,8940,14656,11798,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
400,Same day moving,Emergency same day moving service. Can be scheduled for next week.,"['delivery', 'moving', 'relocation']",Muntinlupa City,Philippines,4.8,34,2064,2720,2392,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
467,Pool draining,Drain and clean empty pool. First time homeowner.,"['pool', 'cleaning', 'repair']",Valenzuela City,Philippines,4.1,25,737,1282,1009,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
309,Patch roof leak,Roof leaking during heavy rain. Need to find and patch. Need to purchase materials.,"['installation', 'repair']",Manila,Philippines,4.8,13,2545,3443,2994,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
10,Install new shower head,Need to install a new rain shower head in the bathroom.,"['fixtures', 'plumbing']",Malabon City,Philippines,3.6,2,616,857,736,PHP,fixed,MINOR_REPAIR,EXPERT,OUTDOOR
42,Install electrical outlet,Need to add 2 new electrical outlets in living room. First time homeowner.,"['wiring', 'electrical', 'installation', 'power']",Taguig City,Philippines,3.7,19,1426,2348,1887,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
376,Snake removal,Snake found in property. Need removal. First time homeowner.,"['treatment', 'prevention']",Caloocan City,Philippines,4.8,9,7935,11381,9658,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
388,Long distance move,Move household to different city. Can be scheduled for next week.,"['moving', 'delivery']",Mandaluyong City,Philippines,3.6,2,1560,2215,1887,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
108,Pool cleaning,Swimming pool cleaning and maintenance. Please message for viewing.,"['cleaning', 'maintenance']",Mandaluyong City,Philippines,4.3,23,2278,3093,2685,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
26,Fix toilet leak,Toilet base is leaking water. Need to reseat and reseal.,"['fixtures', 'pipes', 'water', 'plumbing']",Taguig City,Philippines,3.6,10,3593,6778,5185,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
461,Pool cleaning,Regular pool cleaning service. Can be scheduled for next week.,"['pool', 'maintenance', 'repair', 'cleaning']",Zamboanga City,Philippines,4.9,19,6691,11889,9290,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
67,Install wooden ceiling,Install wooden ceiling panels in living room. Price is negotiable.,"['furniture', 'wood']",Pasig City,Philippines,3.6,5,10654,18490,14572,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
79,Repair broken door,Bedroom door hinge broken and door won't close properly. Very urgent - need ASAP.,"['wood', 'carpentry', 'construction']",Cebu City,Philippines,4.1,24,890,1176,1033,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
170,Hollow block laying,Lay hollow blocks for room addition. First time homeowner.,"['masonry', 'concrete']",Cebu City,Philippines,4.5,5,5726,9650,7688,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
399,Furniture delivery,Deliver purchased furniture from store. Need experienced professional.,"['delivery', 'moving']",Las Pinas City,Philippines,4.1,13,5441,10015,7728,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
420,Pool demolition,Fill in and remove above ground pool.,"['teardown', 'removal', 'hauling', 'demolition']",San Juan City,Philippines,4.0,3,9198,17973,13585,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
364,Cockroach control,Cockroach problem throughout house. First time homeowner.,"['treatment', 'pest control']",Makati City,Philippines,4.2,11,1416,1865,1640,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
131,Multi-split system install,Install multi-split system for 3 rooms. Need to purchase materials.,"['cooling', 'HVAC', 'aircon', 'ventilation']",Navotas City,Philippines,4.0,12,6935,10598,8766,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
433,Driveway removal,Break up and remove concrete driveway. Can be scheduled for next week.,"['hauling', 'demolition', 'teardown', 'removal']",Navotas City,Philippines,4.6,36,3153,4773,3963,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
298,Flashing repair,Repair damaged roof flashing.,"['waterproofing', 'repair', 'roofing']",Malabon City,Philippines,4.7,44,4475,6249,5362,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
375,Wood treatment,Treat wooden structures for termites. Very urgent - need ASAP.,"['pest control', 'prevention', 'treatment']",Manila,Philippines,3.9,2,3398,5765,4581,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
182,Build concrete fence,Construct 15 meters concrete hollow block fence. Please message for viewing.,"['masonry', 'tiles']",Pasay City,Philippines,3.8,11,9943,16077,13010,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
38,Electrical panel upgrade,Need to upgrade from 30amp to 60amp breaker panel. Need to purchase materials.,"['installation', 'wiring', 'electrical']",Marikina City,Philippines,4.6,17,4457,7958,6207,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
310,Install irrigation,Install drip irrigation system for garden. Need experienced professional.,"['plants', 'landscaping']",Antipolo City,Philippines,4.6,11,1316,2115,1715,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
285,Roof repainting,Repaint metal roof sheets. Please message for viewing.,"['repair', 'installation', 'roofing']",Las Pinas City,Philippines,3.8,29,2463,3218,2840,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
261,Repair water dispenser,Water dispenser not heating water. Need to purchase materials.,"['electronics', 'maintenance']",Manila,Philippines,3.8,18,1533,2003,1768,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
414,Piano moving,Move upright piano to new location. Price is negotiable.,"['hauling', 'delivery', 'moving']",Davao City,Philippines,4.7,15,2173,3830,3001,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
457,Weekly maintenance,Weekly pool maintenance service. Need to purchase materials.,"['cleaning', 'maintenance', 'repair']",Antipolo City,Philippines,4.1,18,833,1484,1158,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
501,Fence sensors,Install perimeter sensors. Very urgent - need ASAP.,"['CCTV', 'alarm', 'security', 'installation']",Valenzuela City,Philippines,4.1,11,1821,3151,2486,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
462,Liner repair,Patch pool liner tear.,"['pool', 'repair', 'cleaning', 'maintenance']",Cebu City,Philippines,4.7,33,1762,2847,2304,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
343,Underlayment install,Install subfloor underlayment. Very urgent - need ASAP.,"['tiles', 'refinishing']",Marikina City,Philippines,4.1,28,2180,2727,2453,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
269,Fix washing machine,Washing machine not spinning. Makes loud noise. Very urgent - need ASAP.,"['maintenance', 'electronics', 'repair', 'appliance']",Muntinlupa City,Philippines,3.9,11,1101,1403,1252,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
448,Pool draining,Drain and clean empty pool. Can be scheduled for next week.,"['maintenance', 'pool', 'cleaning']",Makati City,Philippines,3.8,19,1269,1697,1483,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
84,Garage cleaning,Deep clean and organize garage space. Can be scheduled for next week.,"['cleaning', 'maintenance', 'sanitization']",Antipolo City,Philippines,3.9,19,2443,3654,3048,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
106,Disinfection service,Full house disinfection and sanitization.,"['maintenance', 'housekeeping', 'cleaning']",Marikina City,Philippines,3.6,17,2058,3410,2734,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
127,Central AC installation,Install central air conditioning for house. Please message for viewing.,"['cooling', 'aircon', 'ventilation', 'HVAC']",Makati City,Philippines,4.5,38,793,968,880,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
413,Packing service,Pack all household items for move. Need experienced professional.,"['hauling', 'moving']",Navotas City,Philippines,4.0,44,2883,4810,3846,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
325,Fence planting,Plant hedge along fence line. Already have the materials.,"['outdoor', 'plants', 'landscaping', 'garden']",Zamboanga City,Philippines,4.9,41,520,868,694,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
82,Build wooden deck,Build 3x4 meter wooden deck in backyard.,"['furniture', 'carpentry', 'wood', 'construction']",Mandaluyong City,Philippines,4.5,50,495,757,626,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
418,Wall removal,Remove non-load bearing wall.,"['teardown', 'demolition']",Navotas City,Philippines,3.5,20,2413,3806,3109,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
483,Intercom system,Install door intercom with camera.,"['installation', 'alarm', 'CCTV', 'security']",Taguig City,Philippines,4.2,7,1739,2869,2304,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
138,Duct cleaning,Clean HVAC ducts throughout the house. Need to purchase materials.,"['HVAC', 'cooling', 'ventilation', 'aircon']",Makati City,Philippines,3.9,48,6820,10432,8626,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
315,Tree removal,Remove large dead tree from yard.,"['landscaping', 'garden', 'plants', 'outdoor']",Mandaluyong City,Philippines,4.9,12,7691,13812,10751,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
463,Leak detection,Find source of pool water loss.,"['maintenance', 'pool']",Pasig City,Philippines,3.6,44,30214,46820,38517,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,BOTH
296,Roof repainting,Repaint metal roof sheets. Very urgent - need ASAP.,"['waterproofing', 'roofing', 'repair', 'installation']",Cebu City,Philippines,4.3,34,1943,3231,2587,PHP,fixed,MINOR_REPAIR,EXPERT,OUTDOOR
380,Termite treatment,Termite activity found. Need inspection and treatment. Please message for viewing.,"['prevention', 'pest control', 'treatment', 'extermination']",Marikina City,Philippines,4.3,6,3365,5287,4326,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
469,Weekly maintenance,Weekly pool maintenance service. Need experienced professional.,"['repair', 'pool']",Antipolo City,Philippines,4.7,9,3353,4429,3891,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
357,Epoxy coating,Apply epoxy coating to garage floor.,"['flooring', 'tiles', 'refinishing']",Quezon City,Philippines,4.2,17,2536,3719,3127,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
297,Roof repainting,Repaint metal roof sheets. Please message for viewing.,"['repair', 'waterproofing', 'installation', 'roofing']",Mandaluyong City,Philippines,3.9,30,36798,66378,51588,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
264,Repair oven,Electric oven not reaching temperature. First time homeowner.,"['maintenance', 'electronics', 'repair', 'appliance']",Makati City,Philippines,4.4,35,606,804,705,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
439,Shed demolition,Tear down old storage shed. First time homeowner.,"['removal', 'demolition', 'hauling']",Malabon City,Philippines,4.5,20,2214,3012,2613,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
450,Pool draining,Drain and clean empty pool. Very urgent - need ASAP.,"['pool', 'maintenance']",Caloocan City,Philippines,4.2,14,1947,2420,2183,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
398,Furniture delivery,Deliver purchased furniture from store. Please message for viewing.,"['moving', 'delivery', 'relocation', 'hauling']",Malabon City,Philippines,4.2,19,9151,15216,12183,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
92,Disinfection service,Full house disinfection and sanitization. Please message for viewing.,"['maintenance', 'housekeeping', 'sanitization']",Zamboanga City,Philippines,4.1,5,3634,6247,4940,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
54,Build closet shelving,Need custom closet shelving system. Very urgent - need ASAP.,"['carpentry', 'construction']",Pasig City,Philippines,3.8,25,1201,1786,1493,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
214,Steel door frame,Make and install steel door frame. First time homeowner.,"['metal', 'fabrication', 'steel']",San Juan City,Philippines,4.0,18,1600,2369,1984,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
162,Fence painting,Paint concrete fence around property. Already have the materials.,"['coating', 'repainting', 'painting', 'finishing']",San Juan City,Philippines,4.7,39,1564,2611,2087,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
239,Replace ceiling tiles,Several ceiling tiles water damaged. Already have the materials.,"['handyman', 'maintenance']",Zamboanga City,Philippines,4.9,28,3463,6208,4835,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
161,Commercial painting,Paint office interior 100sqm. Please message for viewing.,"['finishing', 'painting']",Pasay City,Philippines,3.9,47,9249,13361,11305,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
238,Fix squeaky floor,Multiple floor boards squeaking. Need experienced professional.,"['home improvement', 'handyman']",Valenzuela City,Philippines,4.2,35,4571,6500,5535,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
458,Chemical balancing,Test and balance pool chemicals. Can be scheduled for next week.,"['cleaning', 'maintenance', 'pool', 'repair']",Taguig City,Philippines,4.0,35,1926,2708,2317,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
17,Water pump installation,Install water pump for 2-story house to boost water pressure. Price is negotiable.,"['pipes', 'water', 'plumbing']",Pasig City,Philippines,4.7,45,4365,6771,5568,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
208,Metal fence,Build tubular steel fence. Need experienced professional.,"['welding', 'steel', 'metal']",Zamboanga City,Philippines,3.8,18,8174,15038,11606,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
311,Sod installation,Install grass sod for 50sqm yard. First time homeowner.,"['garden', 'outdoor', 'plants']",Manila,Philippines,4.5,14,1146,1625,1385,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
327,Weed control,Clear overgrown weeds from yard. Price is negotiable.,"['outdoor', 'landscaping', 'plants', 'garden']",Pasig City,Philippines,3.6,49,1320,1871,1595,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
213,Metal fence,Build tubular steel fence. Already have the materials.,"['metal', 'fabrication']",Valenzuela City,Philippines,4.0,11,18056,27664,22860,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,OUTDOOR
36,Fix power outage issue,Partial house blackout. Some rooms have no power.,"['power', 'wiring', 'installation', 'electrical']",Navotas City,Philippines,4.6,10,3738,5105,4421,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
488,Motion sensor lights,Install motion activated lights. Price is negotiable.,"['alarm', 'CCTV']",Navotas City,Philippines,3.6,40,1616,2716,2166,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
373,Bed bug treatment,Bed bug infestation in bedroom. Already have the materials.,"['pest control', 'treatment', 'extermination']",Malabon City,Philippines,3.5,6,1026,1426,1226,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
432,Cabinet removal,Remove old kitchen cabinets.,"['demolition', 'removal', 'teardown', 'hauling']",Zamboanga City,Philippines,4.1,34,2723,3750,3236,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
320,Lawn mowing,Regular lawn mowing service for front yard. Price is negotiable.,"['outdoor', 'garden', 'landscaping']",Manila,Philippines,4.3,38,673,1070,871,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
423,Fireplace removal,Remove old fireplace structure. Already have the materials.,"['removal', 'hauling']",Quezon City,Philippines,4.3,6,13527,26423,19975,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
411,Local house move,Move 2BR apartment within city.,"['moving', 'delivery', 'hauling', 'relocation']",Zamboanga City,Philippines,4.4,48,4948,8932,6940,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
200,Install window grills,Weld and install security grills on 4 windows. Need to purchase materials.,"['fabrication', 'metal']",Cebu City,Philippines,3.8,8,5350,9057,7203,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
99,Disinfection service,Full house disinfection and sanitization. Please message for viewing.,"['sanitization', 'maintenance']",Quezon City,Philippines,4.1,6,742,1258,1000,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
128,Refrigerant recharge,Aircon needs freon recharge. Low cooling. Need to purchase materials.,"['HVAC', 'ventilation', 'cooling', 'aircon']",Mandaluyong City,Philippines,3.5,8,9957,16465,13211,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
98,Aircon cleaning,Clean and service 3 aircon units. Need to purchase materials.,"['maintenance', 'cleaning', 'sanitization']",Zamboanga City,Philippines,4.6,31,1423,1775,1599,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
187,Concrete driveway,Pour concrete driveway 4x8 meters. Very urgent - need ASAP.,"['concrete', 'masonry']",Mandaluyong City,Philippines,4.8,7,48865,85479,67172,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
216,Steel trusses,Weld steel trusses for roof extension. First time homeowner.,"['fabrication', 'metal']",Paranaque City,Philippines,3.8,3,8754,14060,11407,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
312,Fence planting,Plant hedge along fence line.,"['plants', 'garden']",Navotas City,Philippines,3.9,5,3396,5366,4381,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
460,Pump repair,Pool pump not working properly. Already have the materials.,"['pool', 'maintenance']",Paranaque City,Philippines,5.0,33,4945,7454,6199,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
7,Fix leaking faucet,Kitchen faucet has been dripping for a week. Need someone to fix or replace the washer. Very urgent - need ASAP.,"['pipes', 'water', 'fixtures', 'plumbing']",Pasig City,Philippines,4.3,7,4869,9689,7279,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
64,Build wooden gate,Need new wooden gate for driveway entrance. Very urgent - need ASAP.,"['wood', 'furniture', 'construction']",Davao City,Philippines,4.2,9,12304,19748,16026,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
374,Cockroach control,Cockroach problem throughout house. Very urgent - need ASAP.,"['prevention', 'extermination', 'pest control', 'treatment']",Pasay City,Philippines,4.9,43,1633,2928,2280,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
169,Texture painting,Apply texture paint to living room wall. Very urgent - need ASAP.,"['finishing', 'coating', 'repainting']",Taguig City,Philippines,3.5,20,5942,8920,7431,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
203,Repair metal gate,"Gate hinge broken, needs welding repair. Very urgent - need ASAP.","['steel', 'fabrication']",Pasig City,Philippines,4.9,3,57364,101023,79193,PHP,fixed,MAJOR_RENOVATION,ENTRY,OUTDOOR
336,Outdoor tiles,Install non-slip tiles on outdoor patio. Price is negotiable.,"['refinishing', 'tiles']",Muntinlupa City,Philippines,3.6,31,5445,9089,7267,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
326,Install irrigation,Install drip irrigation system for garden.,"['garden', 'outdoor']",Antipolo City,Philippines,4.0,36,9032,15966,12499,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
308,Gutter installation,Install rain gutters around house.,"['repair', 'installation', 'waterproofing']",Malabon City,Philippines,4.8,13,8680,12537,10608,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
71,Complete house framing,Full house wood framing for extension. Price is negotiable.,"['furniture', 'carpentry', 'wood', 'construction']",Las Pinas City,Philippines,3.6,24,8209,14839,11524,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
231,Screen door repair,Screen door torn and frame bent. First time homeowner.,"['repair', 'handyman', 'maintenance', 'home improvement']",Taguig City,Philippines,4.0,12,8152,15582,11867,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
224,Metal fence,Build tubular steel fence. Can be scheduled for next week.,"['steel', 'welding']",Antipolo City,Philippines,4.4,33,778,1034,906,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
447,Liner repair,Patch pool liner tear. First time homeowner.,"['cleaning', 'maintenance', 'repair', 'pool']",Caloocan City,Philippines,4.4,38,3006,4791,3898,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
245,Screen door repair,Screen door torn and frame bent. Please message for viewing.,"['repair', 'home improvement', 'handyman', 'maintenance']",Antipolo City,Philippines,4.2,22,2285,3955,3120,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
160,Texture painting,Apply texture paint to living room wall. First time homeowner.,"['finishing', 'coating']",Pasay City,Philippines,3.8,13,4007,7551,5779,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
86,Upholstery cleaning,Clean sofas and dining chairs. Already have the materials.,"['cleaning', 'maintenance', 'sanitization', 'housekeeping']",Navotas City,Philippines,3.7,14,2341,4472,3406,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
57,Complete house framing,Full house wood framing for extension. Can be scheduled for next week.,"['furniture', 'construction', 'wood']",Navotas City,Philippines,4.0,10,897,1310,1103,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
427,Debris hauling,Haul away demolition debris. Already have the materials.,"['hauling', 'removal']",Caloocan City,Philippines,4.6,15,8834,14652,11743,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
251,Screen door repair,Screen door torn and frame bent.,"['home improvement', 'handyman', 'maintenance']",Antipolo City,Philippines,4.3,13,547,946,746,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
370,Preventive treatment,Annual preventive pest treatment. Need experienced professional.,"['prevention', 'pest control', 'extermination']",Zamboanga City,Philippines,4.5,12,2348,3742,3045,PHP,fixed,MINOR_REPAIR,EXPERT,BOTH
278,Fix aircon,Aircon compressor not starting. Already have the materials.,"['maintenance', 'appliance', 'repair']",Muntinlupa City,Philippines,4.0,48,2356,3200,2778,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
205,Repair broken grill,Fix broken window security grill. Very urgent - need ASAP.,"['steel', 'fabrication']",Mandaluyong City,Philippines,5.0,24,1356,1949,1652,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
219,Repair broken grill,Fix broken window security grill. First time homeowner.,"['metal', 'welding', 'steel']",Quezon City,Philippines,4.8,35,1981,3548,2764,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
390,Disposal service,Remove and dispose old furniture. Very urgent - need ASAP.,"['hauling', 'moving']",Taguig City,Philippines,4.6,8,2775,3493,3134,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
